0,14631
1,15634
2,13966
3,13956
4,15341
5,14286
6,14159
7,14484
8,14800
9,14187
10,13916
11,14390
12,14206
13,14516
14,14837
15,14527
16,14777
17,14439
18,14413
19,14655
20,14763
-1,-1
0,14631
1,14646
2,15150
3,14304
4,14779
5,14195
6,13903
7,14219
8,14282
9,13482
10,14273
11,14228
12,13909
13,14670
14,13874
15,13481
16,13863
17,14436
18,14548
19,14587
